Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_PIC_createcustomer-customerregister-c_7d29d8""), ""email"" + randomText + ""@mailinator.com"")",Chrome 117.0.0.0,,,2023-09-29 07:42:07,2023-09-29 07:42:08,0.772s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Email_createcustomer-customerregister_6409b8""), ""city"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:42:08,2023-09-29 07:42:09,0.722s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_City_createcustomer-customerregister-_1096a9""), ""reMark"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:42:09,2023-09-29 07:42:10,0.717s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Remark_createcustomer-customerregiste_e3ba5d""), ""08.178.554.2-123.321"" + randomNum)",Chrome 117.0.0.0,,,2023-09-29 07:42:10,2023-09-29 07:42:10,0.768s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_NPWP_createcustomer-customerregister-_b2e4d8""), ""tier"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:42:10,2023-09-29 07:42:11,0.870s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/textarea_Tier_createcustomer-customerregist_831bae""), ""address1"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:42:11,2023-09-29 07:42:12,0.828s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/textarea_Address_createcustomer-customerreg_2c8b43""), ""address2"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:42:12,2023-09-29 07:42:15,2.682s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Address 2_createcustomer-customerregi_b33ca3""), ""0801"" + randomNum)",Chrome 117.0.0.0,,,2023-09-29 07:42:15,2023-09-29 07:42:15,0.709s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Region_createcustomer-customerregiste_b1824f""), ""province"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:42:15,2023-09-29 07:42:16,0.725s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Province_createcustomer-customerregis_1acb6e""), """")",Chrome 117.0.0.0,,,2023-09-29 07:42:16,2023-09-29 07:42:17,0.689s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/input_Province_createcustomer-customerregis_1acb6e""))",Chrome 117.0.0.0,,,2023-09-29 07:42:17,2023-09-29 07:42:17,0.477s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_JNE Express""))",Chrome 117.0.0.0,,,2023-09-29 07:42:17,2023-09-29 07:42:18,0.573s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Term Of Payment""))",Chrome 117.0.0.0,,,2023-09-29 07:42:18,2023-09-29 07:42:18,0.478s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_NET0""))",Chrome 117.0.0.0,,,2023-09-29 07:42:18,2023-09-29 07:42:19,0.511s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_Submit""))",Chrome 117.0.0.0,,,2023-09-29 07:42:19,2023-09-29 07:42:20,1.015s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_Yes""))",Chrome 117.0.0.0,,,2023-09-29 07:42:20,2023-09-29 07:42:20,0.569s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-09-29 07:42:20,2023-09-29 07:42:21,0.702s,PASSED
Video,Chrome 117.0.0.0,,,2023-09-29 07:42:23,2023-09-29 07:42:23,0.001s,PASSED
,,,,,,,
Test Cases/Functionality/negative-testcase2/regist new cust but empty province,Chrome 117.0.0.0,,,2023-09-29 07:42:23,2023-09-29 07:43:19,55.255s,PASSED
randomText = RandomStringUtils.randomAlphanumeric(5),Chrome 117.0.0.0,,,2023-09-29 07:42:24,2023-09-29 07:42:24,0.001s,PASSED
randomNum = RandomStringUtils.randomNumeric(5),Chrome 117.0.0.0,,,2023-09-29 07:42:24,2023-09-29 07:42:24,0.002s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-09-29 07:42:24,2023-09-29 07:42:25,1.218s,PASSED
"navigateToUrl(""https://sandbox.product.prieds.com/"")",Chrome 117.0.0.0,,,2023-09-29 07:42:25,2023-09-29 07:42:42,17.169s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Sign In_username""), ""testingwmslite2"")",Chrome 117.0.0.0,,,2023-09-29 07:42:42,2023-09-29 07:42:43,0.755s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Prieds Technology/input_IDUsername_password""), ""U8NeUUalMC6sqe9eTsnb2g=="")",Chrome 117.0.0.0,,,2023-09-29 07:42:43,2023-09-29 07:42:43,0.447s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_Login""))",Chrome 117.0.0.0,,,2023-09-29 07:42:43,2023-09-29 07:42:44,0.437s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Master""))",Chrome 117.0.0.0,,,2023-09-29 07:42:44,2023-09-29 07:42:55,11.090s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Customer Management""))",Chrome 117.0.0.0,,,2023-09-29 07:42:55,2023-09-29 07:42:55,0.764s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Customer Register""))",Chrome 117.0.0.0,,,2023-09-29 07:42:55,2023-09-29 07:42:58,2.809s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Customer Biodata_createcustomer-custo_d931ad""), ""customerid"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:42:58,2023-09-29 07:43:00,2.174s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Salesman ID Salesman ID""))",Chrome 117.0.0.0,,,2023-09-29 07:43:00,2023-09-29 07:43:01,0.368s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_REYNER""))",Chrome 117.0.0.0,,,2023-09-29 07:43:01,2023-09-29 07:43:01,0.491s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Salesman ID_createcustomer-customerre_2602e6""), ""customerName"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:43:01,2023-09-29 07:43:03,1.485s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Customer Name_createcustomer-customer_9f598b""), ""PIC"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:43:03,2023-09-29 07:43:04,0.705s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_PIC_createcustomer-customerregister-c_7d29d8""), ""email"" + randomText + ""@mailinator.com"")",Chrome 117.0.0.0,,,2023-09-29 07:43:04,2023-09-29 07:43:04,0.765s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Email_createcustomer-customerregister_6409b8""), ""city"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:43:04,2023-09-29 07:43:05,0.723s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_City_createcustomer-customerregister-_1096a9""), ""reMark"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:43:05,2023-09-29 07:43:06,0.726s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Remark_createcustomer-customerregiste_e3ba5d""), ""08.178.554.2-123.321"" + randomNum)",Chrome 117.0.0.0,,,2023-09-29 07:43:06,2023-09-29 07:43:07,0.885s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_NPWP_createcustomer-customerregister-_b2e4d8""), ""tier"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:43:07,2023-09-29 07:43:07,0.780s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/textarea_Tier_createcustomer-customerregist_831bae""), ""address1"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:43:07,2023-09-29 07:43:08,0.741s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/textarea_Address_createcustomer-customerreg_2c8b43""), ""address2"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:43:08,2023-09-29 07:43:10,1.706s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Address 2_createcustomer-customerregi_b33ca3""), ""0801"" + randomNum)",Chrome 117.0.0.0,,,2023-09-29 07:43:10,2023-09-29 07:43:11,0.816s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Contact No_createcustomer-customerreg_0f8d35""), ""region"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:43:11,2023-09-29 07:43:11,0.732s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Province_createcustomer-customerregis_1acb6e""), """")",Chrome 117.0.0.0,,,2023-09-29 07:43:11,2023-09-29 07:43:12,0.799s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/input_Province_createcustomer-customerregis_1acb6e""))",Chrome 117.0.0.0,,,2023-09-29 07:43:12,2023-09-29 07:43:13,0.504s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_JNE Express""))",Chrome 117.0.0.0,,,2023-09-29 07:43:13,2023-09-29 07:43:13,0.587s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Term Of Payment""))",Chrome 117.0.0.0,,,2023-09-29 07:43:13,2023-09-29 07:43:14,0.484s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_NET0""))",Chrome 117.0.0.0,,,2023-09-29 07:43:14,2023-09-29 07:43:14,0.479s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_Submit""))",Chrome 117.0.0.0,,,2023-09-29 07:43:14,2023-09-29 07:43:15,1.037s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_Yes""))",Chrome 117.0.0.0,,,2023-09-29 07:43:15,2023-09-29 07:43:16,0.486s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-09-29 07:43:16,2023-09-29 07:43:16,0.704s,PASSED
Video,Chrome 117.0.0.0,,,2023-09-29 07:43:19,2023-09-29 07:43:19,0.001s,PASSED
,,,,,,,
Test Cases/Functionality/negative-testcase2/regist new cust but empty expedition,Chrome 117.0.0.0,,,2023-09-29 07:43:19,2023-09-29 07:44:21,1m - 2.083s,PASSED
randomText = RandomStringUtils.randomAlphanumeric(5),Chrome 117.0.0.0,,,2023-09-29 07:43:19,2023-09-29 07:43:19,0.001s,PASSED
randomNum = RandomStringUtils.randomNumeric(5),Chrome 117.0.0.0,,,2023-09-29 07:43:19,2023-09-29 07:43:19,0.000s,PASSED
"openBrowser("""")",Chrome 117.0.0.0,,,2023-09-29 07:43:19,2023-09-29 07:43:20,1.183s,PASSED
"navigateToUrl(""https://sandbox.product.prieds.com/"")",Chrome 117.0.0.0,,,2023-09-29 07:43:20,2023-09-29 07:43:47,26.861s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Sign In_username""), ""testingwmslite2"")",Chrome 117.0.0.0,,,2023-09-29 07:43:47,2023-09-29 07:43:48,0.721s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Prieds Technology/input_IDUsername_password""), ""U8NeUUalMC6sqe9eTsnb2g=="")",Chrome 117.0.0.0,,,2023-09-29 07:43:48,2023-09-29 07:43:48,0.448s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_Login""))",Chrome 117.0.0.0,,,2023-09-29 07:43:48,2023-09-29 07:43:48,0.371s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Master""))",Chrome 117.0.0.0,,,2023-09-29 07:43:48,2023-09-29 07:43:58,9.223s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Customer Management""))",Chrome 117.0.0.0,,,2023-09-29 07:43:58,2023-09-29 07:43:58,0.730s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Customer Register""))",Chrome 117.0.0.0,,,2023-09-29 07:43:58,2023-09-29 07:44:01,2.212s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Customer Biodata_createcustomer-custo_d931ad""), ""customerid"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:44:01,2023-09-29 07:44:02,1.709s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Salesman ID Salesman ID""))",Chrome 117.0.0.0,,,2023-09-29 07:44:02,2023-09-29 07:44:03,0.378s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_REYNER""))",Chrome 117.0.0.0,,,2023-09-29 07:44:03,2023-09-29 07:44:03,0.499s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Salesman ID_createcustomer-customerre_2602e6""), ""customerName"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:44:03,2023-09-29 07:44:05,1.514s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Customer Name_createcustomer-customer_9f598b""), ""PIC"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:44:05,2023-09-29 07:44:05,0.705s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_PIC_createcustomer-customerregister-c_7d29d8""), ""email"" + randomText + ""@mailinator.com"")",Chrome 117.0.0.0,,,2023-09-29 07:44:05,2023-09-29 07:44:06,0.981s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Email_createcustomer-customerregister_6409b8""), ""city"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:44:06,2023-09-29 07:44:07,0.828s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_City_createcustomer-customerregister-_1096a9""), ""reMark"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:44:07,2023-09-29 07:44:08,0.733s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Remark_createcustomer-customerregiste_e3ba5d""), ""08.178.554.2-123.321"" + randomNum)",Chrome 117.0.0.0,,,2023-09-29 07:44:08,2023-09-29 07:44:09,0.737s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_NPWP_createcustomer-customerregister-_b2e4d8""), ""tier"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:44:09,2023-09-29 07:44:10,0.896s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/textarea_Tier_createcustomer-customerregist_831bae""), ""address1"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:44:10,2023-09-29 07:44:10,0.827s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/textarea_Address_createcustomer-customerreg_2c8b43""), ""address2"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:44:10,2023-09-29 07:44:12,1.725s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Address 2_createcustomer-customerregi_b33ca3""), ""0801"" + randomNum)",Chrome 117.0.0.0,,,2023-09-29 07:44:12,2023-09-29 07:44:13,0.730s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Contact No_createcustomer-customerreg_0f8d35""), ""region"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:44:13,2023-09-29 07:44:14,0.730s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Region_createcustomer-customerregiste_b1824f""), ""province"" + randomText)",Chrome 117.0.0.0,,,2023-09-29 07:44:14,2023-09-29 07:44:14,0.756s,PASSED
"setText(findTestObject(""Object Repository/Page_Prieds Technology/input_Province_createcustomer-customerregis_1acb6e""), """")",Chrome 117.0.0.0,,,2023-09-29 07:44:14,2023-09-29 07:44:15,0.767s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/div_Term Of Payment""))",Chrome 117.0.0.0,,,2023-09-29 07:44:15,2023-09-29 07:44:16,0.499s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_NET0""))",Chrome 117.0.0.0,,,2023-09-29 07:44:16,2023-09-29 07:44:16,0.701s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_Submit""))",Chrome 117.0.0.0,,,2023-09-29 07:44:16,2023-09-29 07:44:17,1.026s,PASSED
"click(findTestObject(""Object Repository/Page_Prieds Technology/span_Yes""))",Chrome 117.0.0.0,,,2023-09-29 07:44:17,2023-09-29 07:44:18,0.472s,PASSED
closeBrowser(),Chrome 117.0.0.0,,,2023-09-29 07:44:18,2023-09-29 07:44:19,0.705s,PASSED
Video,Chrome 117.0.0.0,,,2023-09-29 07:44:21,2023-09-29 07:44:21,0.001s,PASSED
